set_num,name,year,theme_id,num_parts
41040-24,"Advent Calendar 2014, Friends (Day 23) - Christmas Tree",2014,226,18
41040-25,"Advent Calendar 2014, Friends (Day 24) - Present with Skates, Camera",2014,226,17
41040-3,"Advent Calendar 2014, Friends (Day 2) - Sled",2014,226,11
41040-4,"Advent Calendar 2014, Friends (Day 3) - Gift and Basket",2014,226,4
41040-5,"Advent Calendar 2014, Friends (Day 4) - Deer and Tree",2014,226,4
41040-6,"Advent Calendar 2014, Friends (Day 5) - Holiday Window Scene",2014,226,13
41040-7,"Advent Calendar 2014, Friends (Day 6) - Ewa, Christmas Outfit",2014,226,4
41040-8,"Advent Calendar 2014, Friends (Day 7) - Table",2014,226,11
41040-9,"Advent Calendar 2014, Friends (Day 8) - Chairs",2014,226,14
4104-1,Small Creator Bucket,2002,37,200
41041-1,Turtle's Little Paradise,2014,496,43
41042-1,Tiger's Beautiful Temple,2014,496,42
41043-1,Penguin's Playground,2014,496,46
41044-1,Macaw's Fountain,2014,496,39
41045-1,Orangutan's Banana Tree,2014,496,37
41046-1,Brown Bear's River,2014,496,37
41047-1,Seal's Little Rock,2014,496,37
41048-1,Lion Cub's Savannah,2014,496,43
41049-1,Panda's Bamboo,2014,496,47
41050-1,Ariel’s Amazing Treasures,2014,579,77
4105-1,Imagine and Build,2002,37,500
41051-1,Merida’s Highland Games,2014,579,144
4105-2,50th Anniversary Bucket,2005,37,500
41052-1,Ariel’s Magical Kiss,2014,579,249
4105-3,Red Bucket,2005,37,483
41053-1,Cinderella’s Dream Carriage,2014,579,274
41054-1,Rapunzel’s Creativity Tower,2014,579,297
41055-1,Cinderella’s Romantic Castle,2014,579,643
41056-1,Heartlake News Van,2014,494,276
41057-1,Heartlake Horse Show,2014,494,373
41058-1,Heartlake Shopping Mall,2014,494,1165
41059-1,Jungle Tree Sanctuary,2014,495,319
41060-1,Sleeping Beauty's Royal Bedroom,2015,579,95
4106-1,Large red bucket,2002,37,500
41061-1,Jasmine's Exotic Palace,2015,579,142
41062-1,Elsa's Sparkling Ice Castle,2015,579,291
41063-1,Ariel’s Undersea Palace,2015,579,376
41065-1,Rapunzel's Best Day Ever,2016,579,144
41066-1,Anna & Kristoff's Sleigh Adventure,2016,579,173
41067-1,Belle’s Enchanted Castle,2016,579,371
41068-1,Arendelle Castle Celebration,2016,579,475
41069-1,Treasure's Day at the Pool,2016,579,70
4107-1,Build Your Dreams,2002,37,1000
41071-1,Aira's Creative Workshop,2015,600,98
41072-1,Naida's Spa Secret,2015,600,248
41073-1,Naida's Epic Adventure Ship,2015,600,312
41074-1,Azari and the Magical Bakery,2015,600,324
41075-1,The Elves’ Treetop Hideaway,2015,600,516
41076-1,Farran and the Crystal Hollow,2015,600,178
41077-1,Aira's Pegasus Sleigh,2015,600,319
41078-1,Skyra’s Mysterious Sky Castle,2015,600,813
4108-1,T-Junction Road Plates,2002,289,2
41085-1,Vet Clinic,2015,494,200
41086-1,Vet Ambulance,2015,494,88
41087-1,Bunny and Babies,2015,494,47
41088-1,Puppy Training,2015,494,65
41089-1,Little Foal,2015,494,43
41090-1,Olivia's Garden Pool,2015,494,82
4109-1,Curved Road Plates,2002,289,2
41091-1,Mia's Roadster,2015,494,194
41092-1,Stephanie's Pizzeria,2015,494,87
41093-1,Heartlake Hair Salon,2015,494,334
41094-1,Heartlake Lighthouse,2015,494,471
41095-1,Emma’s House,2015,494,727
41097-1,Heartlake Hot Air Balloon,2015,494,254
41098-1,Emma's Tourist Kiosk,2015,494,98
41099-1,Heartlake Skate Park,2015,494,198
41-1,Train Wagon Wheels in Red,1977,456,4
41100-1,Heartlake Private Jet,2015,494,229
4110-1,Straight Road Plates,2002,289,2
41101-1,Heartlake Grand Hotel ,2015,494,1573
41102-1,Advent Calendar 2015 Friends,2015,216,249
41103-1,Pop Star Recording Studio,2015,494,171
41104-1,Pop Star Dressing Room,2015,494,297
41105-1,Pop Star Show Stage,2015,494,446
41106-1,Pop Star Tour Bus,2015,494,680
41107-1,Pop Star Limousine,2015,494,263
41108-1,Heartlake Food Market,2015,494,391
41109-1,Heartlake City Airport,2015,494,691
41110-1,Birthday Party,2016,494,191
4111-1,Cross Road Plates,2002,289,2
41111-1,Party Train,2016,494,109
41112-1,Party Cakes,2016,494,50
41113-1,Party Gift Shop,2016,494,52
41114-1,Party Styling,2016,494,53
41115-1,Emma's Creative Workshop,2016,494,107
41116-1,Olivia's Exploration Car,2016,494,184
41117-1,Pop Star TV Studio,2016,494,195
41118-1,Heartlake Supermarket,2016,494,316
41119-1,Heartlake Cupcake Cafe,2016,494,444
41120-1,Adventure Camp Archery,2016,494,114
41121-1,Adventure Camp Rafting,2016,494,320
41122-1,Adventure Camp Tree House,2016,494,724
41123-1,Foal's Washing Station,2016,494,85
41124-1,Heartlake Puppy Daycare,2016,494,285
41125-1,Horse Vet Trailer,2016,494,378
41126-1,Heartlake Riding Club,2016,494,582
41127-1,Amusement Park Arcade,2016,494,173
41128-1,Amusement Park Space Ride,2016,494,193
41129-1,Amusement Park Hot Dog Van,2016,494,243
41130-1,Amusement Park Roller Coaster,2016,494,1122
4113-1,Brick Adventures Small Bucket,2002,37,124
41131-1,Advent Calendar 2016 Friends,2016,216,218
41132-1,Heartlake Party Shop,2016,494,175
41133-1,Amusement Park Bumper Cars,2016,494,423
41134-1,Heartlake Performance School,2016,494,772
41135-1,Livi’s Pop Star House,2016,494,596
41140-1,Daisy’s Beauty Salon,2016,579,97
41141-1,Pumpkin’s Royal Carriage,2016,579,79
41142-1,Palace Pets Royal Castle,2016,579,185
41143-1,Berry's Kitchen,2017,579,43
41144-1,Petite's Royal Stable,2017,579,74
41147-1,Anna's Snow Adventure,2017,579,153
41148-1,Elsa's Magical Ice Palace,2017,579,700
41149-1,Moana's Island Adventure,2016,579,205
41150-1,Moana's Ocean Voyage,2016,579,307
4115-1,All That Drives Bucket,2001,37,166
4116-1,Animal Adventures Bucket,2001,37,211
4117-1,Fantastic Flyers & Cool Cars Bucket,2001,37,266
41171-1,Emily Jones & the Baby Wind Dragon,2016,600,80
41172-1,The Water Dragon Adventure,2016,600,212
41173-1,Elvendale School of Dragons,2016,600,230
41174-1,The Starlight Inn,2016,600,347
4117463-1,Cyber Saucer TRU 50 Years Forever Fun Bundle,1997,144,2
41175-1,Fire Dragon's Lava Cave,2016,600,441
41176-1,The Secret Market Place,2016,600,700
41177-1,The Precious Crystal Mine,2016,600,272
41178-1,The Dragon Sanctuary,2016,600,585
41179-1,Queen Dragon’s Rescue,2016,600,832
41180-1,Ragana’s Magic Shadow Castle,2016,600,1013
4118-1,"Buildings, Mansions and Shops",2001,37,364
41181-1,Naida's Gondola & the Goblin Thief,2017,600,67
41182-1,The Capture of Sophie Jones,2017,600,226
41183-1,The Goblin King's Evil Dragon,2017,600,338
41184-1,Aira's Airship & the Amulet Chase,2017,600,343
41185-1,Magic Rescue from the Goblin Village,2017,600,637
4119-1,Regular & Transparent Bricks Bucket,2001,37,234
4120-1,Fun and Cool Transportation,2001,37,608
4121-1,All Kinds of Animals / Lap Table,2001,37,174
4122-1,Basic Building Set,2000,470,201
41230-1,Batgirl Batjet Chase,2017,482,206
41231-1,Harley Quinn to the rescue,2016,482,217
41232-1,Super Hero High School,2017,482,711
41233-1,"Lashina"" Tank",2017,482,142
41234-1,Bumblebee Helicopter,2017,482,141
41235-1,Wonder Woman Dorm,2017,482,186
4124-1,"Advent Calendar 2001, Creator",2001,214,24
4124-10,"Advent Calendar 2001, Creator (Day  9) Space Buggy",2001,217,18
4124-11,"Advent Calendar 2001, Creator (Day 10) Dinosaur",2001,217,8
4124-12,"Advent Calendar 2001, Creator (Day 11) Speedboat",2001,217,10
4124-13,"Advent Calendar 2001, Creator (Day 12) Reindeer",2001,217,10
4124-14,"Advent Calendar 2001, Creator (Day 13) Snowman",2001,217,15
4124-15,"Advent Calendar 2001, Creator (Day 14) Jet Ski",2001,217,11
4124-16,"Advent Calendar 2001, Creator (Day 15) Dog",2001,217,10
4124-17,"Advent Calendar 2001, Creator (Day 16) Police Boat",2001,217,9
4124-18,"Advent Calendar 2001, Creator (Day 17) Whale",2001,217,9
4124-19,"Advent Calendar 2001, Creator (Day 18) Space Shuttle",2001,217,10
4124-2,"Advent Calendar 2001, Creator (Day  1) Cat",2001,217,10
4124-20,"Advent Calendar 2001, Creator (Day 19) Parrot",2001,217,9
4124-21,"Advent Calendar 2001, Creator (Day 20) Steamship",2001,217,10
4124-22,"Advent Calendar 2001, Creator (Day 21) Church",2001,217,11
4124-23,"Advent Calendar 2001, Creator (Day 22) Helicopter",2001,217,11
4124-24,"Advent Calendar 2001, Creator (Day 23) Christmas Tree",2001,217,10
4124-25,"Advent Calendar 2001, Creator (Day 24) Present",2001,217,8
4124-3,"Advent Calendar 2001, Creator (Day  2) Max",2001,217,1
4124-4,"Advent Calendar 2001, Creator (Day  3) Fireplace",2001,217,11
4124-5,"Advent Calendar 2001, Creator (Day  4) Santa",2001,217,10
4124-6,"Advent Calendar 2001, Creator (Day  5) Ambulance",2001,217,15
4124-7,"Advent Calendar 2001, Creator (Day  6) Penguin",2001,217,10
4124-8,"Advent Calendar 2001, Creator (Day  7) Tina",2001,217,1
4124-9,"Advent Calendar 2001, Creator (Day  8) Frog with Hat",2001,217,11
4128-1,XL Freestyle Bucket,1997,399,657
41300-1,Puppy Championship,2017,494,185
4130-1,Freestyle Building Set,1995,399,37
41301-1,Puppy Parade,2017,494,145
41302-1,Puppy Pampering,2017,496,45
41303-1,Puppy Playground,2017,496,62
41304-1,Puppy Treats & Tricks,2017,496,45
41305-1,Emma's Photo Studio,2017,494,95
41306-1,Mia's Beach Scooter,2017,494,79
41307-1,Olivia's Creative Lab,2017,494,99
41308-1,Stephanie's Friendship Cakes,2017,494,94
41309-1,Andrea's Musical Duet,2017,494,86
41310-1,Heartlake Gift Delivery,2017,494,185
4131-1,Freestyle Building Set,1995,399,71
41311-1,Heartlake Pizzeria,2017,494,287
41312-1,Heartlake Sports Center,2017,494,327
41313-1,Heartlake Summer Pool,2017,494,588
41314-1,Stephanie's House,2017,494,623
4132-1,Freestyle Building Set,1995,399,122
4133-1,Small Freestyle Bucket,1995,399,135
4134-1,Large Freestyle Bucket,1995,399,252
4135-1,Freestyle Garden Friends,1996,399,121
4137-1,Small Freestyle Clearpack,1997,399,127
4139-1,Freestyle Bucket,1997,399,249
4142-1,Freestyle Building Set,1995,399,98
414-3,"Windows Parts Pack, Red (The Building Toy)",1966,371,10
4143-1,Freestyle Building Set,1995,399,196
414-4,"Windows Parts Pack, White (The Building Toy)",1966,371,10
4144-1,Freestyle Brick Vac Bus,1995,399,142
414-5,"Windows Parts Pack, Red (System)",1966,371,10
4145-1,Freestyle Playcase,1995,399,254
414-6,"Windows Parts Pack, White (System)",1966,371,10
4146-1,Extra Large Freestyle Bucket,1995,399,410
4147-1,Freestyle Elefant Villa,1996,399,191
41492-1,Iron Man & Cpt. America,2016,610,174
41493-1,Black Panther & Dr. Strange,2016,610,167
41500-1,Flain,2014,581,58
4150-1,Freestyle Building Set,1995,399,91
41501-1,Vulk,2014,581,69
41502-1,Zorch,2014,581,45
41503-1,Krader,2014,581,66
41504-1,Siesmo,2014,581,50
41505-1,Shuff,2014,581,51
41506-1,Teslo,2014,581,54
41507-1,Zaptor,2014,581,61
41508-1,Volectro,2014,581,70
41509-1,Slumbo,2014,582,61
415-1,5 Sixteens and 4 Twenties (System),1966,371,27
41510-1,Lunk,2014,582,51
4151-1,Girl's Freestyle Set,1995,399,274
41511-1,Flurr,2014,582,46
41512-1,Chomly,2014,582,68
4151270-1,Star Wars Co-Pack of 7121 and 7111,2000,166,2
41513-1,Gobba,2014,582,57
41514-1,Jawg,2014,582,61
41515-1,Kraw,2014,582,70
41516-1,Tentro,2014,582,69
41517-1,Balk,2014,582,68
41518-1,Glomp,2014,583,64
41519-1,Glurt,2014,583,62
41520-1,Torts,2014,583,48
4152-1,Large Freestyle Bucket,1995,399,409
41521-1,Footi,2014,583,72
41522-1,Scorpi,2014,583,70
41523-1,Hoogi,2014,583,69
41524-1,Mesmo,2014,583,64
41525-1,Magnifo,2014,583,61
41526-1,Wizwuz,2014,583,70
41527-1,Rokit,2015,584,66
41528-1,Niksput,2015,584,62
41529-1,Nurp-Naut,2015,584,52
41530-1,Meltus,2015,584,66
4153-1,Large Freestyle Playcase,1995,399,698
41531-1,Flamzer,2015,584,60
41532-1,Burnard,2015,584,59
41533-1,Globert,2015,584,45
41534-1,Vampos,2015,584,59
41535-1,Boogly,2015,584,52
41536-1,Gox,2015,585,62
41537-1,Jinky,2015,585,59
41538-1,Kamzo,2015,585,58
41539-1,Krog,2015,585,60
41540-1,Chilbo,2015,585,65
41541-1,Snoof,2015,585,54
41542-1,Spugg,2015,585,51
41543-1,Turg,2015,585,56
41544-1,Tungster,2015,585,60
41545-1,Kramm,2015,586,68
41546-1,Forx,2015,586,65
41547-1,Wuzzo,2015,586,74
41548-1,Dribbal,2015,586,52
41549-1,Gurggle,2015,586,66
41550-1,Slusho,2015,586,53
41551-1,Snax,2015,586,51
41552-1,Berp,2015,586,68
41553-1,Vaka-Waka,2015,586,69
41554-1,Kuffs,2016,587,63
41555-1,Busto,2016,587,69
41556-1,Tiketz,2016,587,62
41557-1,Camillot,2016,587,64
41558-1,Mixadel,2016,587,63
41559-1,Paladum,2016,587,64
41560-1,Jamzy,2016,587,70
41561-1,Tapsy,2016,587,57
41562-1,Trumpsy,2016,587,54
41563-1,Splasho,2016,588,67
41564-1,Aquad,2016,588,70
41565-1,Hydro,2016,588,70
41566-1,Sharx,2016,588,55
41567-1,Skulzy,2016,588,66
41568-1,Lewt,2016,588,62
41569-1,Surgeo,2016,588,63
41570-1,Skrubz,2016,588,68
4157-1,Freestyle Trial Size,1997,399,36
41571-1,Tuth,2016,588,67
41572-1,Gobbol,2016,589,62
41573-1,Sweepz,2016,589,61
41574-1,Compax,2016,589,66
41575-1,Cobrax,2016,589,64
41576-1,Spinza,2016,589,60
41577-1,Mysto,2016,589,64
41578-1,Screeno,2016,589,73
41579-1,Camsta,2016,589,62
41580-1,Myke,2016,589,63
4158-1,Small Freestyle Box,1997,399,132
41585-1,Batman,2017,610,91
41586-1,Batgirl,2017,610,99
41587-1,Robin,2017,610,101
41588-1,The Joker,2017,610,151
41589-1,Captain America,2017,610,79
41590-1,Iron Man,2017,610,96
41591-1,Black Widow,2017,610,143
41592-1,The Hulk,2017,610,93
41593-1,Captain Jack Sparrow,2017,610,109
41594-1,Captain Armando Salazar,2017,610,118
41595-1,Belle,2017,610,139
41596-1,Beast,2017,610,116
416-1,4 Sixteens 2 Twenties (The Building Toy),1966,371,18
4161-1,Girl's Freestyle Suitcase,1995,399,293
4162-1,Freestyle Multibox,1995,399,600
4163-1,Electric Freestyle Set,1995,399,350
4164-1,Mickey's Fire Engine,2000,388,27
4165-1,Minnie's Birthday Party,2000,388,85
4166-1,Mickey's Car Garage,2000,388,90
4167-1,Mickey's Mansion,2000,388,123
4169306a-1,Christmas Tree Ornament,2005,227,46
4169306b-1,Snowman Ornament,2005,227,36
4169306c-1,Santa Claus Ornament,2005,227,36
4171-1,Spot & Friends,2001,37,53
4172-1,Tina's House,2001,37,44
417-3,Cornerbricks (The Building Toy),1966,371,10
4173-1,Max's Pitstop,2001,37,59
417-4,Cornerbricks (System),1966,371,20
4174-1,Max Goes Flying,2001,37,173
4175-1,Adventures with Max & Tina,2001,37,219
4176-1,The Race of the Year,2001,37,326
4177-1,Building Stories w/NaNa Bird,2001,37,382
4178-1,Mickey's Fishing Adventure,2000,388,107
4179-1,Large Creator Box,2002,37,500
4180878,"Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002,501,0
4181-1,Isla De Muerta,2011,263,160
418-2,2 x 4 Bricks (The Building Toy),1966,371,65
4182-1,The Cannibal Escape,2011,263,279
418-3,2 x 4 Bricks (System),1966,371,126
4183-1,The Mill,2011,263,366
4184-1,Black Pearl,2011,263,808
4184912-1,Black Bus with Ball (Mannschaftsbus + Ball),2002,462,2
4186868-1,"Large Train Engine with Tender Black (Motorizable, sets 4534, 4535)",2002,238,203
4186870-1,Open Freight Wagon (White Box),2002,238,121
4186872-1,Passenger Wagon Green (White Box),2002,238,194
4186874-1,Caboose (White Box),2002,238,170
4186875-1,9V Platform and Mini-Figures,2002,238,47
4186876-1,Passenger Wagon Blue (White Box),2002,238,192
4189224-1,"Dragon Sculpture, Ollie, the little dragon from Castleland (Legoland Billund)",2002,425,47
4191-1,The Captain’s Cabin,2011,263,94
419-2,2 x 3 Bricks (The Building Toy),1966,371,75
4192-1,Fountain of Youth,2011,263,127
419-3,2 x 3 Bricks (System),1966,371,150
4193-1,The London Escape,2011,263,466
4194-1,Whitecap Bay,2011,263,748
4195-1,Queen Anne’s Revenge,2011,263,1094
4195641-1,Star Wars Co-Pack of 7142 and 7152,2002,169,2
41999-1,"4 x 4 Crawler Exclusive Edition ""BOSS Crawler"" [Co-Creation Model]",2013,1,1583
42000-1,Grand Prix Racer,2013,12,1139
4200-1,Mining 4 x 4,2012,56,101
42001-1,Mini Off-Roader,2013,1,100
42002-1,Hovercraft,2013,1,169
42004-1,Mini Backhoe Loader,2013,7,246
42005-1,Monster Truck,2013,1,328
42006-1,Excavator,2013,1,719
42007-1,Moto Cross Bike,2013,1,253
42008-1,Service Truck,2013,1,1275
42009-1,Mobile Crane MK II,2013,7,2606
420-1,Police Car,1973,421,19
42010-1,Off-Road Racer,2013,1,159
4201-1,Loader and Tipper,2012,56,138
42011-1,Race Car,2013,1,157
42020-1,Twin Rotor Helicopter,2014,1,145
4202-1,Mining Truck,2012,52,269
42021-1,Snowmobile,2014,1,185
42022-1,Hot Rod,2014,1,413
42023-1,Construction Crew,2014,1,833
42024-1,Container Truck,2014,1,947
42025-1,Cargo Plane,2014,6,1295
42026-1,Black Champion Racer,2014,1,136
42026-2,Black Champion Racer,2014,1,137
42027-1,Desert Racer,2014,1,148
42028-1,Bulldozer,2014,7,614
42029-1,Customized Pick up Truck,2014,1,1062
420-3,2 x 2 Bricks (The Building Toy),1966,371,100
42030-1,Remote-Controlled Volvo L350F Wheel Loader,2014,7,1634
4203-1,Excavator Transporter,2012,56,304
42031-1,Cherry Picker,2015,15,155
42032-1,Compact Tracked Loader,2015,7,251
42033-1,Record Breaker,2015,12,124
42034-1,Quad Bike,2015,11,148
42035-1,Mining Truck,2015,7,361
42036-1,Street Motorcycle,2015,13,374
42037-1,Formula Off-Roader,2015,11,493
42038-1,Arctic Truck,2015,11,912
42039-1,24 Hours Race Car,2015,12,1218
420-4,2 x 2 Bricks (System),1966,371,198
42040-1,Fire Plane,2015,9,577
4204-1,The Mine,2012,56,751
42041-1,Race Truck,2015,12,608
42042-1,Crawler Crane,2015,1,1399
42043-1,Mercedes Benz Arocs 3245,2015,1,2792
42044-1,Display Team Jet,2016,1,113
42045-1,Hydroplane Racer,2016,1,179
42046-1,Getaway Racer,2016,1,170
42047-1,Police Interceptor,2016,1,185
42048-1,Race Kart,2016,1,344
42049-1,Mine Loader,2016,1,475
42050-1,Drag Racer,2016,1,646
4205-1,Off Road Command Center,2012,61,388
42052-1,Heavy Lift Helicopter,2016,1,1041
42053-1,Volvo EW 160E,2016,1,1166
42054-1,Claas Xerion 5000 Trac VC,2016,1,1975
42055-1,Bucket Wheel Excavator,2016,7,3928
42056-1,Porsche 911 GT3 RS,2016,1,2704
42057-1,Ultralight Helicopter,2017,1,199
42058-1,Stunt Bike,2017,1,140
42059-1,Stunt Truck,2017,1,141
42060-1,Roadwork Crew,2017,1,364
4206-1,9V Train Switching Track Collection,2006,244,28
42061-1,Telehandler,2017,1,259
4206-2,Recycling Truck,2012,63,296
42062-1,Container Yard,2017,1,630
42063-1,BMW R 1200 GS Adventure,2017,1,593
42063-40,Technic 40 year anniversary model (42057 + 42061 + 42063),2017,1,568
42064-1,Ocean Explorer,2017,1,1326
42065-1,RC Tracked Racer,2017,1,369
42066-1,Air Race Jet,2017,1,1150
4207-1,City Garage,2012,63,932
4207901-1,Star Wars MINI Bonus Pack,2003,159,4
4208-1,4 × 4 Fire Truck,2012,58,242
4209-1,Fire Plane,2012,58,507
42-1,Motor Case / Lower Part,1977,443,1
4210-1,Coast Guard Platform,2008,55,450
421-1,1 x 2 Bricks,1966,371,176
4211-1,Starter Set 100,1998,470,53
421-2,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),1966,371,20
4212-1,Starter Set 200,1998,470,95
4212838-1,LEGO Stores Easter Chick for 2004,2004,229,62
4212847-1,LEGO Stores Easter Chick in egg for 2004,2004,229,99
4212852-1,LEGO Stores Easter Opening Egg for 2004 - Blue,2004,229,178
4213-1,Super Set 200,1998,470,519
4214-1,Medium Bucket,1998,470,264
4215-1,Starter Set 300,1998,470,264
4216-1,Super Set 100,1998,470,509
4217-1,Playdesk and Bricks,1998,470,215
4219-1,Brick Pack 100,1998,470,288
4220-1,Large Box of Bricks,1998,470,428
422-1,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",1966,371,28
4221-1,Challenger Set 100,1998,470,65
4222-1,Challenger Set 300,1998,470,363
4223-1,Challenger Set 400 with Motor,1999,470,548
4224-1,Medium Bucket,1998,470,363
4225-1,Challenger Set 350,1998,470,244
4228383-1,Vakama Promotional Set (Woolworth's Exclusive),2003,356,3
4229-1,Brick Pack 300,1998,470,812
4232-1,Freestyle Set,1998,399,30
423-3,Curved and Round Bricks (The Building Toy),1966,371,84
4239-1,Freestyle Set,1998,399,38
4243532-1,Stunt Pack,2004,119,35
4243534-1,Racers Hazard Kit,2004,119,35
4244-1,Large Bulk Bucket,1998,399,420
425-1,Fork Lift,1976,416,21
4254-1,Freestyle Playdesk,1998,399,309
4258-1,Big Box Play Scape,1998,399,1009
426-1,7 Named Beams (The Building Toy),1966,371,7
4267-1,Large Bucket,1998,399,468
427-1,8 Plates 2 x 8 (The Building Toy),1966,371,8
4271-1,FreeStyle Box,1998,399,180
4274-1,Freestyle Playdesk,1998,399,508
4277206-1,Letters and Keyring,2005,500,72
4277678-1,LEGO Games Knights Kingdom Chess,2005,502,184
4278-1,Blue Tub,2003,37,1000
4279-1,CREATOR Strata Red {Red Tub},2003,37,1002
4280-1,Freestyle Trial Size,1998,399,39
428-1,5 Plates 4 x 8 (The Building Toy),1966,371,5
4281-1,Classic Trial Size,1999,470,25
4282-1,Classic Trial Size,1999,470,37
4283-1,Classic Trial Box,2000,470,53
4284-1,Classic Trial Size,1999,470,123
4285-1,Small Bucket,1999,470,256
4285968-1,Transformation Kit Dirt Crusher (Red),2005,119,47
4285969-1,Transformation Kit Dirt Crusher (Blue),2005,119,47
4285970-1,Transformation Kit Dirt Crusher (Green),2005,119,47
4286013-1,Big Wheels Pack Dirt Crusher (Red),2005,119,10
4286024-1,Big Wheels Pack Dirt Crusher (Blue),2005,119,10
4286025-1,Big Wheels Pack Dirt Crusher (Green),2005,119,10
4286784-1,Dirt Crusher Gearbox with Light,2005,119,6
4287082-1,Antenna Pack for Dirt Crusher,2005,119,10
4287744-1,City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia,2005,52,0
4288-1,Large Bucket,1999,470,404
429-1,4 Plates 6 x 8 (The Building Toy),1966,371,4
4291-1,Classic Build & Store Tub,1999,470,770
4293-1,Classic Value Pack,1999,470,817
4294-1,Helicopter ANA Promotional Set,2002,466,16
4297-1,Lightning Streak,2002,113,19
4298-1,Blue Power,2002,113,22
4299-1,Nesquik Quicky Racer,2002,113,17
4-3,Basic Set,1973,469,234
4300-1,Green Racer,2003,113,21
430-1,Biplane,1975,412,18
4301-1,Blue Racer,2003,113,24
430-2,Six Trees and Bushes (The Building Toy),1966,371,6
4304-1,Chopper Cop,1998,100,24
4305-1,Xcyber,1997,144,36
4306-1,Rings,1980,404,15
4308-1,Racing Car,2004,113,28
4309-1,Blue Racer,2004,113,31
4310-1,Orange Racer,2004,113,24
431-1,Gas Station (The Building Toy),1966,371,13
432-1,Road Signs (The Building Toy),1966,371,8
433-1,6 Street Lamps with Curved Top (The Building Toy),1966,371,6
4335-1,Black Robots Pod,2004,478,50
4336-1,Picture Frame and Mirror,1980,279,48
4337-1,Dragon Pod,2005,478,52
4338-1,Monster Pod,2005,478,49
4339-1,Aqua Pod,2005,478,56
434-1,50 lettered bricks (The Building Toy),1966,371,50
4346-1,Robo Pod,2004,478,50
4346-2,Robo Pod (Polybag),2004,478,47
4346-3,Robo Pod (Toy Fair Nuernberg Promotion),2004,478,50
4347-1,Auto Pod,2004,478,40
4347-2,Auto Pod (Polybag),2004,478,37
4347-3,Auto Pod (Toy Fair Nuernberg Promotion),2004,478,40
4348-1,Aero Pod,2004,478,36
4348-2,Aero Pod (Polybag),2004,478,33
4348-3,Aero Pod (Toy Fair Nuernberg Promotion),2004,478,36
4349-1,Wild Pod,2004,478,44
4349-2,Wild Pod (polybag),2004,478,41
4349-3,Wild Pod (Toy Fair Nuernberg Promotion),2004,478,44
435-1,Tipper Truck,1976,416,23
435-2,Garage Plate and Door (The Building Toy),1966,371,3
437-1,50 numbered bricks (The Building Toy),1966,371,50
4-4,Large House Set,1970,433,218
44000-1,Furno XL,2013,401,103
4400-1,Creations and Bricks {Red Tub},2003,37,705
44001-1,Pyrox,2013,403,50
44002-1,Rocka,2013,401,43
44003-1,Scarox,2013,403,46
44004-1,Bulk,2013,401,50
44005-1,Bruizer,2013,403,62
44006-1,Breez,2013,401,49
44007-1,Ogrum,2013,403,59
44008-1,Surge,2013,401,66
44009-1,Dragon Bolt,2013,403,151
44010-1,Stormer,2013,401,69
4401-1,Little Creations,2003,204,110
44011-1,Frost Beast,2013,403,60
44012-1,Evo,2013,401,51
44013-1,Aquagon,2013,403,43
44014-1,Jet Rocka,2013,401,289
44015-1,EVO Walker,2014,400,50
44016-1,JAW Beast vs. STORMER,2014,400,49
44017-1,STORMER Freeze Machine,2014,400,87
44018-1,FURNO Jet Machine,2014,400,78
44019-1,ROCKA Stealth Machine,2014,400,88
44020-1,FLYER Beast vs. BREEZ,2014,400,91
4402-1,Sea Riders,2003,204,549
44021-1,SPLITTER Beast vs. FURNO & EVO,2014,400,108
44022-1,EVO XL Machine,2014,400,192
44023-1,ROCKA Crawler,2014,401,49
44024-1,TUNNELER Beast vs. SURGE,2014,400,59
44025-1,BULK Drill Machine,2014,401,111
44026-1,CRYSTAL Beast vs. BULK,2014,400,83
44027-1,BREEZ Flea Machine,2014,401,101
44028-1,SURGE & ROCKA Combat Machine,2014,401,187
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,400,216
4403-1,Air Blazers,2003,204,705
4404-1,Land Busters,2003,204,769
4405-1,Large Creator Bucket,2003,37,1305
4406-1,Buildings,2004,22,506
4407-1,Transportation,2004,22,302
4408-1,Animals,2004,22,202
4410-1,Build and Create,2004,37,500
4411-1,Blue Strata XXL,2004,37,1200
4412-1,Einfallsreiches Bauen [Imaginative Building],2004,37,200
4413-1,Arachno Pod,2005,478,57
4414-1,LEGO Creator Bucket,2004,37,500
4415-1,Auto Pod,2006,479,56
4416-1,Robo Pod,2006,479,64
4417-1,Aero Pod,2006,479,60
4418-1,Dino Pod,2006,479,55
442-1,Space Shuttle,1979,130,39
4421-1,Box of Bricks,2005,48,1000
4423-1,LEGO Creator Handy Box,2005,48,800
4425-1,Better Building More Fun,2004,37,2000
4427-1,Fire ATV,2012,58,50
4428-1,"Advent Calendar 2012, City",2012,208,24
4428-10,"Advent Calendar 2012, City (Day  9) Mechanic with Wrench",2012,217,5
4428-11,"Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels",2012,217,10
4428-12,"Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels",2012,217,13
